Date;Heure;NS;SFC;@ mac;Code err;Interface;Resultat;
18/05/23;10:59:49;423231381185;ME2313842618;;-233;4;FAIL;
18/05/23;11:00:23;022375423115;ME2313842745;;0;3;PASS;
18/05/23;11:00:58;022375423119;ME2313842767;;0;2;PASS;
18/05/23;11:01:28;022375423127;ME2313842753;;0;1;PASS;
18/05/23;11:01:55;022375423130;ME2313842721;;0;8;PASS;
18/05/23;11:02:40;022375423132;ME2313842751;;-502;7;FAIL;
18/05/23;11:03:21;;;;-199;7;FAIL;
18/05/23;11:03:52;022375423133;ME2313842693;;0;6;PASS;
18/05/23;11:04:20;423231380455;ME2313842633;;-207;5;FAIL;
18/05/23;11:05:05;022375422278;ME2313842752;;0;4;PASS;
18/05/23;11:05:32;022375422291;ME2313842750;;0;3;PASS;
18/05/23;11:06:01;423231380629;ME2313842568;;-203;2;FAIL;
18/05/23;11:06:31;022375422401;ME2313842301;;-510;1;FAIL;
18/05/23;11:07:04;022375422404;ME2313842651;;0;8;PASS;
18/05/23;11:07:34;022375422405;ME2313842769;;0;7;PASS;
18/05/23;11:08:02;022375422641;ME2313842775;;0;6;PASS;
18/05/23;11:08:32;022375422642;ME2313842780;;0;5;PASS;
18/05/23;11:09:08;022375422643;ME2313842633;;0;4;PASS;
18/05/23;11:09:34;022375422645;ME2313842770;;0;3;PASS;
18/05/23;11:10:02;022375422647;ME2313842646;;0;2;PASS;
18/05/23;11:10:31;022375422648;ME2313842755;;0;1;PASS;
18/05/23;11:11:05;022375422884;ME2313842766;;0;8;PASS;
18/05/23;11:11:34;022375422885;ME2313842779;;0;7;PASS;
18/05/23;11:12:02;022375422889;ME2313842788;;0;6;PASS;
18/05/23;11:12:32;022375423129;ME2313842792;;0;5;PASS;
18/05/23;11:13:00;022375423140;ME2313842777;;0;4;PASS;
18/05/23;11:13:29;022375423142;ME2313842784;;0;3;PASS;
18/05/23;11:14:01;022375422220;ME2313842791;;-126;2;FAIL;
18/05/23;11:14:27;423231380734;ME2313842797;;-307;1;FAIL;
18/05/23;11:16:12;022375422289;ME2313842819;;-126;8;FAIL;
18/05/23;11:16:48;022375422296;ME2313842811;;-126;7;FAIL;
18/05/23;11:18:46;022375422298;ME2313842814;;-126;6;FAIL;
18/05/23;11:19:26;022375422407;ME2313842805;;0;5;PASS;
18/05/23;11:20:07;022375422408;ME2313842800;;0;4;PASS;
18/05/23;11:20:36;022375422457;ME2313842746;;0;3;PASS;
18/05/23;11:21:08;022375422460;ME2313842747;;0;2;PASS;
18/05/23;11:21:33;022375422461;ME2313842797;;0;1;PASS;
18/05/23;11:22:07;022375422289;ME2313842819;;0;8;PASS;
18/05/23;11:22:35;022375422296;ME2313842811;;0;7;PASS;
18/05/23;11:23:33;;;;-199;7;FAIL;
18/05/23;11:24:03;022375422298;ME2313842814;;0;6;PASS;
18/05/23;11:24:31;022375422220;ME2313842791;;0;5;PASS;
18/05/23;11:25:00;022375423139;ME2313842793;;0;4;PASS;
18/05/23;11:25:28;022375423143;ME2313842801;;0;3;PASS;
18/05/23;11:25:58;022375422212;ME2313842785;;0;2;PASS;
18/05/23;11:26:26;022375422214;ME2313842776;;0;1;PASS;
18/05/23;11:26:55;022375422217;ME2313842298;;0;8;PASS;
18/05/23;11:27:24;022375422219;ME2313842292;;0;7;PASS;
18/05/23;11:27:53;022375422230;ME2313842822;;0;6;PASS;
18/05/23;11:28:21;022375422233;ME2313842827;;0;5;PASS;
18/05/23;11:28:51;022375422455;ME2313842740;;0;4;PASS;
18/05/23;11:29:19;022375422458;ME2313842741;;0;3;PASS;
18/05/23;11:29:48;022375422468;ME2313842842;;0;2;PASS;
18/05/23;11:30:16;022375422471;ME2313842838;;0;1;PASS;
18/05/23;11:30:45;022375422473;ME2313842841;;0;8;PASS;
18/05/23;11:31:14;022375422475;ME2313842783;;0;7;PASS;
18/05/23;11:31:43;022375422697;ME2313842862;;0;6;PASS;
18/05/23;11:32:11;022375422699;ME2313842865;;0;5;PASS;
18/05/23;11:32:40;423231381266;ME2313842873;;-233;4;FAIL;
18/05/23;11:33:12;022375422225;ME2313842870;;0;3;PASS;
18/05/23;11:33:39;022375422228;ME2313842871;;0;2;PASS;
18/05/23;11:34:09;022375422235;ME2313842878;;0;1;PASS;
18/05/23;11:34:50;022375422240;ME2313842876;;0;8;PASS;
18/05/23;11:35:23;022375422241;ME2313842875;;0;7;PASS;
18/05/23;11:35:53;022375422243;ME2313842863;;0;6;PASS;
18/05/23;11:36:22;022375422466;ME2313842849;;0;5;PASS;
18/05/23;11:36:50;022375422469;ME2313842327;;0;4;PASS;
18/05/23;11:37:30;022375422478;ME2313842873;;0;3;PASS;
18/05/23;11:37:57;022375422480;ME2313842737;;0;2;PASS;
18/05/23;11:38:26;022375422482;ME2313842828;;0;1;PASS;
18/05/23;11:38:55;022375422484;ME2313842881;;0;8;PASS;
18/05/23;11:39:24;022375422486;ME2313842917;;0;7;PASS;
18/05/23;11:39:53;022375422234;ME2313842930;;0;6;PASS;
18/05/23;11:40:22;022375422239;ME2313842951;;0;5;PASS;
18/05/23;11:40:55;022375422253;ME2313842884;;0;4;PASS;
18/05/23;11:41:23;022375422255;ME2313842952;;0;3;PASS;
18/05/23;11:41:52;022375422491;ME2313842956;;-510;2;FAIL;
18/05/23;11:42:22;022375422493;ME2313842962;;0;1;PASS;
18/05/23;11:42:51;022375422496;ME2313842953;;0;8;PASS;
18/05/23;11:43:19;022375423071;ME2313842966;;0;7;PASS;
18/05/23;11:43:48;022375423074;ME2313842965;;0;6;PASS;
18/05/23;11:44:16;423231380629;;;-107;6;FAIL;
18/05/23;11:44:47;022375423100;ME2313842926;;0;5;PASS;
18/05/23;11:45:20;022375422463;ME2313842336;;-802;4;FAIL;
18/05/23;11:45:48;022375422181;ME2313842929;;0;3;PASS;
18/05/23;11:46:17;022375423078;ME2313842918;;0;2;PASS;
18/05/23;11:46:46;022375411804;ME2216643256;;0;1;PASS;
18/05/23;11:47:30;022375410952;ME2216640112;;0;8;PASS;
18/05/23;11:47:59;022375410965;ME2216643083;;0;7;PASS;
18/05/23;11:48:49;022375423088;ME2313842994;;0;6;PASS;
18/05/23;11:49:21;022375423075;ME2313842738;;0;5;PASS;
18/05/23;11:49:49;022375423092;ME2313842997;;0;4;PASS;
18/05/23;11:50:17;022375423095;ME2313843002;;0;3;PASS;
18/05/23;11:50:46;022375423097;ME2313842995;;0;2;PASS;
18/05/23;11:51:20;423231373239;ME2313843005;;-220;1;FAIL;
18/05/23;11:51:50;022375422179;ME2313843001;;0;8;PASS;
18/05/23;11:52:19;022375422184;ME2313843000;;0;7;PASS;
18/05/23;11:52:48;022375422188;ME2313843020;;0;6;PASS;
18/05/23;11:53:19;022375422191;ME2313843014;;0;5;PASS;
18/05/23;11:53:48;022375423027;ME2313842963;;0;4;PASS;
18/05/23;11:54:16;022375423029;ME2313843021;;0;3;PASS;
18/05/23;11:54:51;022375423032;ME2313843019;;0;2;PASS;
18/05/23;11:55:21;022375423035;ME2313843036;;0;1;PASS;
18/05/23;11:55:49;022375422193;ME2313843022;;0;8;PASS;
18/05/23;11:56:18;022375422195;ME2313843048;;0;7;PASS;
18/05/23;11:56:48;022375422199;ME2313843016;;0;6;PASS;
18/05/23;11:57:20;022375423039;ME2313842996;;0;5;PASS;
18/05/23;11:57:52;022375423042;ME2313842698;;0;4;PASS;
18/05/23;11:58:20;022375423045;ME2313843058;;0;3;PASS;
18/05/23;11:58:48;022375411809;ME2216643253;;0;2;PASS;
18/05/23;11:59:17;022375423052;ME2313843057;;0;1;PASS;
18/05/23;11:59:47;022375423054;ME2313843059;;0;8;PASS;
18/05/23;12:00:15;022375423058;ME2313843060;;0;7;PASS;
18/05/23;12:00:44;022375422247;ME2313843054;;0;6;PASS;
18/05/23;12:01:26;022375422252;ME2313843076;;0;5;PASS;
18/05/23;12:01:54;022375422489;ME2313843012;;0;4;PASS;
18/05/23;12:02:23;022375422534;ME2313843013;;0;3;PASS;
18/05/23;12:02:52;022375422775;ME2313843089;;0;2;PASS;
18/05/23;12:03:21;022375422782;ME2313843085;;-502;1;FAIL;
18/05/23;12:04:05;022375423048;ME2313843040;;0;8;PASS;
18/05/23;12:04:33;022375423055;ME2313843075;;0;7;PASS;
18/05/23;12:05:06;022375423061;ME2313843077;;0;6;PASS;
18/05/23;12:05:34;022375423064;ME2313843104;;0;5;PASS;
18/05/23;12:06:04;022375422535;ME2313843118;;0;4;PASS;
18/05/23;12:06:33;022375422538;ME2313843105;;0;3;PASS;
18/05/23;12:07:08;022375422551;ME2313843116;;0;2;PASS;
18/05/23;12:07:36;022375422773;ME2313843102;;0;1;PASS;
18/05/23;12:08:12;022375422778;ME2313843078;;0;8;PASS;
18/05/23;12:08:42;022375422792;ME2313843111;;0;7;PASS;
18/05/23;12:09:19;022375422810;ME2313843051;;0;6;PASS;
18/05/23;12:09:47;022375422813;ME2313842901;;-502;5;FAIL;
18/05/23;12:10:17;022375422816;ME2313842829;;0;4;PASS;
18/05/23;12:10:48;022375422819;ME2313842821;;0;3;PASS;
18/05/23;12:11:17;022375422786;ME2313843114;;0;2;PASS;
18/05/23;12:11:46;022375422820;ME2313843117;;0;1;PASS;
18/05/23;12:12:13;022375422822;ME2313843136;;0;8;PASS;
18/05/23;12:12:42;022375422824;ME2313843140;;0;7;PASS;
18/05/23;12:13:18;022375422828;ME2313843120;;-502;6;FAIL;
18/05/23;12:13:48;022375422830;ME2313843157;;0;5;PASS;
18/05/23;12:14:17;022375422832;ME2313843158;;0;4;PASS;
18/05/23;12:14:46;022375422835;ME2313842974;;0;3;PASS;
18/05/23;12:15:15;022375422838;ME2313843072;;0;2;PASS;
18/05/23;12:16:26;022375422842;ME2313842975;;0;1;PASS;
18/05/23;12:16:55;022375422602;ME2313843025;;0;8;PASS;
18/05/23;12:17:41;022375422605;ME2313842945;;0;7;PASS;
18/05/23;12:18:19;022375422608;ME2313842941;;0;6;PASS;
18/05/23;12:18:48;022375422801;ME2313843028;;0;5;PASS;
18/05/23;12:19:18;022375422806;ME2313842938;;0;4;PASS;
18/05/23;12:19:47;022375422844;ME2313843027;;0;3;PASS;
18/05/23;12:20:17;022375422847;ME2313842936;;0;2;PASS;
18/05/23;12:20:46;022375423059;ME2313842925;;0;1;PASS;
18/05/23;12:21:16;022375422491;ME2313842956;;0;8;PASS;
18/05/23;12:21:47;022375423069;ME2313843171;;0;7;PASS;
18/05/23;12:22:15;022375422302;ME2313842937;;0;6;PASS;
18/05/23;12:22:43;022375422306;ME2313842935;;0;5;PASS;
18/05/23;12:23:12;423231380738;ME2313843055;;-233;4;FAIL;
18/05/23;12:23:46;022375422320;ME2313843056;;0;3;PASS;
18/05/23;12:24:13;022375422543;ME2313843177;;0;2;PASS;
18/05/23;12:24:43;022375422547;ME2313843026;;0;1;PASS;
18/05/23;12:25:12;022375422563;ME2313843010;;-502;8;FAIL;
18/05/23;12:25:41;022375422788;ME2313843186;;0;7;PASS;
18/05/23;12:26:12;022375422804;ME2313843011;;0;6;PASS;
18/05/23;12:26:40;022375422808;ME2313843122;;0;5;PASS;
18/05/23;12:27:09;022375422312;ME2313843121;;-502;4;FAIL;
18/05/23;12:27:38;022375422315;ME2313843175;;0;3;PASS;
18/05/23;12:28:07;022375422318;ME2313843190;;0;2;PASS;
18/05/23;12:28:36;022375422555;ME2313843055;;-502;1;FAIL;
18/05/23;12:29:12;022375422557;ME2313843135;;-502;8;FAIL;
18/05/23;12:29:42;022375422559;ME2313843191;;0;7;PASS;
18/05/23;12:30:04;723231382579;;;-107;7;FAIL;
18/05/23;12:30:31;423231381856;;;-107;7;FAIL;
18/05/23;12:30:58;022375422562;ME2313842923;;-502;6;FAIL;
18/05/23;12:31:28;022375422797;ME2313843063;;0;5;PASS;
18/05/23;12:31:58;022375422322;ME2313843101;;0;4;PASS;
18/05/23;12:32:25;022375422323;ME2313843154;;0;3;PASS;
18/05/23;12:32:53;022375422328;ME2313843100;;0;2;PASS;
18/05/23;12:33:22;423231380994;ME2313843221;;-207;1;FAIL;
18/05/23;12:33:57;022375422331;ME2313843216;;0;8;PASS;
18/05/23;12:34:26;022375422566;ME2313843244;;0;7;PASS;
18/05/23;12:35:25;022375422569;ME2313843243;;-502;6;FAIL;
18/05/23;12:36:08;;;;-199;6;FAIL;
18/05/23;12:36:36;022375422570;ME2313843230;;0;5;PASS;
18/05/23;12:37:09;022375422573;ME2313843245;;0;4;PASS;
18/05/23;12:37:48;022375422980;ME2313843246;;0;3;PASS;
18/05/23;12:38:15;022375422730;ME2313843239;;0;2;PASS;
18/05/23;12:38:43;022375422735;ME2313843251;;0;1;PASS;
18/05/23;12:39:12;022375422737;ME2313843236;;0;8;PASS;
18/05/23;12:39:41;022375422743;ME2313843249;;0;7;PASS;
18/05/23;12:40:18;022375422972;ME2313843264;;0;6;PASS;
18/05/23;12:40:48;022375422975;ME2313842942;;-502;5;FAIL;
18/05/23;12:41:18;022375422976;ME2313843024;;0;4;PASS;
18/05/23;12:41:51;022375422979;ME2313843229;;0;3;PASS;
18/05/23;12:42:19;022375422991;ME2313843219;;0;2;PASS;
18/05/23;12:42:48;022375422992;ME2313843283;;0;1;PASS;
18/05/23;12:43:23;022375422379;ME2313843281;;0;8;PASS;
18/05/23;12:43:52;022375422382;ME2313843274;;0;7;PASS;
18/05/23;12:44:18;022375422384;ME2313843285;;0;6;PASS;
18/05/23;12:44:48;022375422386;ME2313843278;;0;5;PASS;
18/05/23;12:45:35;;;;-199;5;FAIL;
18/05/23;12:46:04;022375422391;ME2313843080;;-502;4;FAIL;
18/05/23;12:46:34;022375422393;ME2313843271;;0;3;PASS;
18/05/23;12:47:24;022375422394;ME2313843294;;0;2;PASS;
18/05/23;12:47:53;022375422398;ME2313843279;;0;1;PASS;
18/05/23;12:48:21;022375423003;ME2313843272;;0;8;PASS;
18/05/23;12:48:42;022375161599;;;-156;8;FAIL;
18/05/23;12:49:25;022375422395;ME2313843297;;0;7;PASS;
18/05/23;12:49:53;022375422505;ME2313843220;;-502;6;FAIL;
18/05/23;12:50:24;022375422508;ME2313843275;;0;5;PASS;
18/05/23;12:50:53;022375422741;ME2313843299;;0;4;PASS;
18/05/23;12:51:22;022375422746;ME2313843273;;0;3;PASS;
18/05/23;12:51:51;022375422749;ME2313843302;;0;2;PASS;
18/05/23;12:52:19;022375422982;ME2313843301;;0;1;PASS;
18/05/23;12:52:48;022375422987;ME2313843295;;-502;8;FAIL;
18/05/23;12:53:31;022375422988;ME2313843306;;0;7;PASS;
18/05/23;12:54:08;022375423010;ME2313843308;;0;6;PASS;
18/05/23;12:54:36;022375422512;ME2313843288;;0;5;PASS;
18/05/23;12:55:07;022375422515;ME2313843238;;0;4;PASS;
18/05/23;12:55:32;022375422518;ME2313843065;;0;3;PASS;
18/05/23;12:56:06;022375422751;ME2313843307;;0;2;PASS;
18/05/23;12:56:34;022375422753;ME2313843296;;0;1;PASS;
18/05/23;12:57:08;022375422755;ME2313843311;;0;8;PASS;
18/05/23;12:57:35;022375422987;ME2313843295;;0;7;PASS;
18/05/23;12:58:03;022375410951;ME2216643255;;0;6;PASS;
18/05/23;12:58:33;022375410977;ME2216843146;;0;5;PASS;
18/05/23;12:59:10;022375422994;ME2313843241;;0;4;PASS;
18/05/23;12:59:37;022375422997;ME2313843305;;0;3;PASS;
18/05/23;13:00:15;022375422520;ME2313843031;;0;2;PASS;
18/05/23;13:00:46;022375422522;ME2313843332;;0;1;PASS;
18/05/23;13:01:15;022375422525;ME2313843331;;0;8;PASS;
18/05/23;13:01:42;022375422528;ME2313843329;;0;7;PASS;
18/05/23;13:02:10;022375422763;ME2313843335;;0;6;PASS;
18/05/23;13:02:39;022375422766;ME2313843326;;0;5;PASS;
18/05/23;13:03:08;022375422768;ME2313843322;;0;4;PASS;
18/05/23;13:03:37;022375422770;ME2313843081;;0;3;PASS;
18/05/23;13:04:05;022375423005;ME2313843320;;0;2;PASS;
18/05/23;13:04:35;022375423007;ME2313843242;;0;1;PASS;
18/05/23;13:05:12;022375423012;ME2313843337;;0;8;PASS;
18/05/23;13:05:38;022375422170;ME2313843344;;0;7;PASS;
18/05/23;13:06:06;022375422171;ME2313843321;;0;6;PASS;
18/05/23;13:06:35;022375422174;ME2313843330;;0;5;PASS;
18/05/23;13:07:14;022375422178;ME2313843145;;0;4;PASS;
18/05/23;13:07:41;022375423008;ME2313843372;;0;3;PASS;
18/05/23;13:08:21;;;;-199;3;FAIL;
18/05/23;13:08:48;022375423017;ME2313843392;;0;2;PASS;
18/05/23;13:09:22;022375423020;ME2313843388;;0;1;PASS;
18/05/23;13:09:54;022375423022;ME2313843398;;0;8;PASS;
18/05/23;13:10:22;022375423025;ME2313843403;;0;7;PASS;
18/05/23;13:10:51;022375422338;ME2313843397;;0;6;PASS;
18/05/23;13:11:20;022375422340;ME2313843409;;0;5;PASS;
18/05/23;13:11:51;022375422343;ME2313843338;;0;4;PASS;
18/05/23;13:12:19;022375422576;ME2313843423;;0;3;PASS;
18/05/23;13:12:48;022375422580;ME2313843408;;-502;2;FAIL;
18/05/23;13:13:21;022375422581;ME2313843416;;0;1;PASS;
18/05/23;13:13:50;022375422585;ME2313843404;;0;8;PASS;
18/05/23;13:14:18;022375422344;ME2313843399;;0;7;PASS;
18/05/23;13:14:47;022375422347;ME2313843370;;0;6;PASS;
18/05/23;13:15:17;022375422351;ME2313843417;;0;5;PASS;
18/05/23;13:15:45;022375422354;ME2313843437;;0;4;PASS;
18/05/23;13:16:19;022375422360;ME2313843441;;0;3;PASS;
18/05/23;13:16:48;022375422363;ME2313843438;;0;2;PASS;
18/05/23;13:17:22;022375422586;ME2313843449;;0;1;PASS;
18/05/23;13:17:50;022375422589;ME2313843448;;0;8;PASS;
18/05/23;13:18:19;022375422592;ME2313843445;;0;7;PASS;
18/05/23;13:18:46;022375422595;ME2313843450;;0;6;PASS;
18/05/23;13:19:16;022375422355;ME2313843381;;0;5;PASS;
18/05/23;13:19:44;423231373034;ME2313843427;;-233;4;FAIL;
18/05/23;13:20:13;022375422368;ME2313843384;;0;3;PASS;
18/05/23;13:20:42;022375422580;ME2313843408;;0;2;PASS;
18/05/23;13:21:11;022375422373;ME2313843413;;-502;1;FAIL;
18/05/23;13:21:49;022375422376;ME2313843412;;0;8;PASS;
18/05/23;13:22:32;022375422598;ME2313843415;;0;7;PASS;
18/05/23;13:23:07;022375423192;ME2313843371;;0;6;PASS;
18/05/23;13:23:36;022375423195;ME2313843369;;0;5;PASS;
18/05/23;13:24:05;022375423197;ME2313842852;;0;4;PASS;
18/05/23;13:24:33;022375424044;ME2313843427;;0;3;PASS;
18/05/23;13:25:11;022375424038;ME2313843489;;0;2;PASS;
18/05/23;13:25:39;022375424046;ME2313843492;;0;1;PASS;
18/05/23;13:26:17;022375424048;ME2313843495;;0;8;PASS;
18/05/23;13:26:48;022375424051;ME2313843498;;0;7;PASS;
18/05/23;13:27:26;022375424054;ME2313843497;;0;6;PASS;
18/05/23;13:27:52;022375424057;ME2313843493;;0;5;PASS;
18/05/23;13:28:25;022375424060;ME2313843494;;0;4;PASS;
18/05/23;13:28:50;022375424064;ME2313843502;;0;3;PASS;
18/05/23;13:29:31;022375423390;ME2313843387;;0;2;PASS;
18/05/23;13:30:00;022375423392;ME2313843508;;0;1;PASS;
18/05/23;13:30:27;022375423395;ME2313843488;;0;8;PASS;
18/05/23;13:30:55;022375423397;ME2313843532;;0;7;PASS;
18/05/23;13:31:37;022375424002;ME2313843536;;-502;6;FAIL;
18/05/23;13:32:07;022375424004;ME2313843539;;0;5;PASS;
18/05/23;13:32:36;022375424068;ME2313843442;;0;4;PASS;
18/05/23;13:33:06;022375424069;ME2313843535;;0;3;PASS;
18/05/23;13:33:37;022375424073;ME2313843537;;0;2;PASS;
18/05/23;13:34:05;022375424076;ME2313843550;;-502;1;FAIL;
18/05/23;13:34:36;022375424079;ME2313843496;;0;8;PASS;
18/05/23;13:35:08;022375423171;ME2313843551;;0;7;PASS;
18/05/23;13:35:40;022375423174;ME2313843428;;0;6;PASS;
18/05/23;13:36:08;022375423177;ME2313843546;;0;5;PASS;
18/05/23;13:36:38;423231381642;ME2313842834;;-233;4;FAIL;
18/05/23;13:37:07;022375424006;ME2313843460;;0;3;PASS;
18/05/23;13:37:37;022375424009;ME2313843482;;0;2;PASS;
18/05/23;13:38:06;022375424075;ME2313843518;;0;1;PASS;
18/05/23;13:38:52;022375424076;ME2313843550;;0;8;PASS;
18/05/23;13:39:20;022375424001;ME2313843524;;0;7;PASS;
18/05/23;13:39:58;022375424014;ME2313843549;;0;6;PASS;
18/05/23;13:40:30;022375424021;ME2313843575;;0;5;PASS;
18/05/23;13:40:58;022375424026;ME2313843581;;0;4;PASS;
18/05/23;13:41:27;022375423501;ME2313843584;;0;3;PASS;
18/05/23;13:41:56;022375423743;ME2313843583;;0;2;PASS;
18/05/23;13:42:26;022375423751;ME2313843569;;0;1;PASS;
18/05/23;13:42:52;022375423984;ME2313843610;;0;8;PASS;
18/05/23;13:43:21;022375423990;ME2313843609;;0;7;PASS;
18/05/23;13:43:50;022375423993;ME2313843591;;0;6;PASS;
18/05/23;13:44:19;022375424018;ME2313843602;;0;5;PASS;
18/05/23;13:44:48;022375424024;ME2313843597;;0;4;PASS;
18/05/23;13:45:17;022375423504;ME2313843568;;0;3;PASS;
18/05/23;13:45:46;022375423507;ME2313843541;;0;2;PASS;
18/05/23;13:46:14;022375423520;ME2313843615;;0;1;PASS;
18/05/23;13:46:43;022375423747;ME2313843613;;0;8;PASS;
18/05/23;13:47:12;022375423760;ME2313843621;;-502;7;FAIL;
18/05/23;13:47:42;022375423762;ME2313843625;;0;6;PASS;
18/05/23;13:48:10;022375423987;ME2313843624;;0;5;PASS;
18/05/23;13:48:39;022375423997;ME2313843626;;0;4;PASS;
18/05/23;13:49:08;022375423801;ME2313843619;;0;3;PASS;
18/05/23;13:49:37;022375423806;ME2313843623;;0;2;PASS;
18/05/23;13:50:06;022375423809;ME2313843634;;0;1;PASS;
18/05/23;13:50:35;022375423812;ME2313843633;;0;8;PASS;
18/05/23;13:51:43;022375423814;ME2313843639;;0;7;PASS;
18/05/23;13:52:12;022375423817;ME2313843647;;0;6;PASS;
18/05/23;13:52:41;022375424080;ME2313843664;;0;5;PASS;
18/05/23;13:53:11;022375424083;ME2313843638;;0;4;PASS;
18/05/23;13:53:39;022375423181;ME2313843655;;0;3;PASS;
18/05/23;13:54:07;022375423185;ME2313843651;;0;2;PASS;
18/05/23;13:54:36;022375424032;ME2313843650;;0;1;PASS;
18/05/23;13:55:08;022375424085;ME2313843576;;0;8;PASS;
18/05/23;13:55:34;022375424090;ME2313843618;;0;7;PASS;
18/05/23;13:56:03;022375424093;ME2313843645;;0;6;PASS;
18/05/23;13:56:31;022375424096;ME2313843641;;-510;5;FAIL;
18/05/23;13:57:01;423231383970;ME2313843629;;-233;4;FAIL;
18/05/23;13:57:37;022375423188;ME2313843566;;0;3;PASS;
18/05/23;13:58:05;022375423510;ME2313843673;;0;2;PASS;
18/05/23;13:58:33;022375423512;ME2313843630;;0;1;PASS;
18/05/23;13:59:09;022375423517;ME2313843548;;0;8;PASS;
18/05/23;13:59:37;022375423754;ME2313843542;;0;7;PASS;
18/05/23;14:00:04;723231382794;ME2313843545;;-207;6;FAIL;
18/05/23;14:00:35;022375424028;ME2313843587;;0;5;PASS;
18/05/23;14:01:09;423231380613;ME2313843707;;-233;4;FAIL;
18/05/23;14:01:35;022375424036;ME2313843629;;0;3;PASS;
18/05/23;14:02:03;022375423516;ME2313843709;;0;2;PASS;
18/05/23;14:02:32;022375423521;ME2313843705;;0;1;PASS;
18/05/23;14:03:08;022375423523;ME2313843691;;0;8;PASS;
18/05/23;14:03:36;022375423530;ME2313843620;;0;7;PASS;
18/05/23;14:04:05;022375423757;ME2313843545;;0;6;PASS;
18/05/23;14:04:35;022375423763;ME2313843567;;0;5;PASS;
18/05/23;14:05:04;022375423766;ME2313843483;;0;4;PASS;
18/05/23;14:05:33;022375423773;ME2313843707;;0;3;PASS;
18/05/23;14:06:01;022375423300;ME2313843690;;0;2;PASS;
18/05/23;14:06:37;022375423526;ME2313843490;;0;1;PASS;
18/05/23;14:07:09;022375424096;ME2313843641;;0;8;PASS;
18/05/23;14:07:37;022375423533;ME2313843726;;0;7;PASS;
18/05/23;14:08:05;022375423540;ME2313843724;;0;6;PASS;
18/05/23;14:08:34;022375423767;ME2313843725;;0;5;PASS;
18/05/23;14:09:03;022375423775;ME2313843752;;0;4;PASS;
18/05/23;14:09:31;022375423780;ME2313843729;;0;3;PASS;
18/05/23;14:10:00;022375423783;ME2313843730;;0;2;PASS;
18/05/23;14:10:31;022375423537;ME2313843700;;0;1;PASS;
18/05/23;14:10:59;022375423539;ME2313843731;;0;8;PASS;
18/05/23;14:11:27;022375423702;ME2313843735;;0;7;PASS;
18/05/23;14:13:12;022375423705;ME2313843741;;0;6;PASS;
18/05/23;14:13:41;022375423708;ME2313843742;;0;5;PASS;
18/05/23;14:14:10;022375423779;ME2313843687;;0;4;PASS;
18/05/23;14:14:36;022375423941;ME2313843686;;0;3;PASS;
18/05/23;14:15:20;022375423949;ME2313843763;;0;2;PASS;
18/05/23;14:15:48;423231373082;ME2313843770;;-210;1;FAIL;
18/05/23;14:16:10;423231381127;;;-107;1;FAIL;
18/05/23;14:16:39;022375423353;ME2313843782;;0;8;PASS;
18/05/23;14:17:07;022375423590;ME2313843773;;0;7;PASS;
18/05/23;14:17:38;022375423593;ME2313843792;;0;6;PASS;
18/05/23;14:18:05;723231382573;ME2313843775;;-243;5;FAIL;
18/05/23;14:18:35;022375423711;ME2313843668;;0;4;PASS;
18/05/23;14:19:03;022375423714;ME2313843720;;0;3;PASS;
18/05/23;14:19:35;022375423951;ME2313843796;;0;2;PASS;
18/05/23;14:20:15;022375423955;ME2313843790;;0;1;PASS;
18/05/23;14:20:44;022375423957;ME2313843778;;0;8;PASS;
18/05/23;14:21:12;022375423345;ME2313843785;;0;7;PASS;
18/05/23;14:21:41;022375423347;ME2313843764;;0;6;PASS;
18/05/23;14:22:18;022375423356;ME2313843772;;0;5;PASS;
18/05/23;14:22:48;022375423358;ME2313843819;;0;4;PASS;
18/05/23;14:23:17;022375423360;ME2313843823;;0;3;PASS;
18/05/23;14:23:44;022375423362;ME2313843721;;0;2;PASS;
18/05/23;14:24:13;022375423364;ME2313843821;;0;1;PASS;
18/05/23;14:24:41;022375423366;ME2313843845;;0;8;PASS;
18/05/23;14:25:33;022375423372;ME2313843758;;0;7;PASS;
18/05/23;14:26:00;022375423376;ME2313843840;;-502;6;FAIL;
18/05/23;14:26:31;022375423377;ME2313843837;;0;5;PASS;
18/05/23;14:26:59;423231381899;ME2313843838;;-233;4;FAIL;
18/05/23;14:27:29;022375423598;ME2313843841;;0;3;PASS;
18/05/23;14:27:58;022375423368;ME2313843843;;0;2;PASS;
18/05/23;14:28:26;022375423374;ME2313843820;;0;1;PASS;
18/05/23;14:28:55;022375423380;ME2313843846;;0;8;PASS;
18/05/23;14:29:25;022375423384;ME2313843836;;0;7;PASS;
18/05/23;14:29:55;022375423716;ME2313843762;;0;6;PASS;
18/05/23;14:30:21;022375423718;ME2313843839;;0;5;PASS;
18/05/23;14:30:41;423231373082;;;-107;5;FAIL;
18/05/23;14:31:09;022375423721;ME2313843847;;0;4;PASS;
18/05/23;14:31:36;022375423726;ME2313843827;;0;3;PASS;
18/05/23;14:32:05;022375423958;ME2313843849;;0;2;PASS;
18/05/23;14:32:32;022375423597;ME2313843791;;-802;1;FAIL;
18/05/23;14:33:05;022375423967;ME2313843848;;0;8;PASS;
18/05/23;14:33:36;022375423970;ME2313843824;;0;7;PASS;
18/05/23;14:34:02;022375423727;ME2313843829;;0;6;PASS;
